4 1:0.4262327960291741 2:0.2093864090139341 3:0.06993531993531991 4:0.02992436978884942 5:0.2544391059118446 6:0.2898550724637681 7:0.3021978021978022 8:0.3642857142857143 9:0.015625 10:0.209919261822376 11:0.0625 12:0.12280701754385966 13:0.3028322440087145 14:0.3309572323578037 #2991.0
4 1:0.7965079468155914 2:0.3559601604013634 3:0.038808038808038806 4:0.006076926450594273 5:0.06622101524963442 6:0.05990338164251208 7:0.08791208791208792 8:0.08214285714285714 9:0.025 10:0.24740484429065746 11:0.0625 12:0.05263157894736842 13:0.1568627450980392 14:0.18475650433622415 #2992.0
4 1:0.5707488197934462 2:0.2481848032299477 3:0.046716399657576124 4:0.010482148160502278 5:0.29538332985168164 6:0.3130434782608696 7:0.31868131868131866 8:0.4107142857142857 9:0.025735294117647058 10:0.2506178942165101 11:0.125 12:0.20175438596491227 13:0.21376393694732795 14:0.26144632435023685 #2993.0
6 1:0.4623774716957936 2:0.2478330949243899 3:0.032553263322494086 4:0.008953088986690751 5:0.5389596824733653 6:0.6028985507246377 7:0.4835164835164835 8:0.3357142857142857 9:0.02403846153846154 10:0.34486735870818924 11:0.125 12:0.2807017543859649 13:0.18133065191888725 14:0.2305165374873871 #2994.0
4 1:0.6307024343644027 2:0.26598059220215065 3:0.062050215896369734 4:0.019901545893995617 5:0.279715897221642 6:0.28792270531400965 7:0.3791208791208791 8:0.2178571428571429 9:0.038461538461538464 10:0.4104671280276817 11:0.125 12:0.07017543859649122 13:0.3086978381096028 14:0.3985942628418945 #2995.0
0 1:0.8226242961003285 2:0.4835688874065621 3:0.07692307692307693 4:0.007059339502653392 5:0.12262377271777733 6:0.11304347826086955 7:0.21978021978021975 8:0.20357142857142854 9:0.0375 10:0.3598615916955017 11:0.0625 12:0.2456140350877193 13:0.26143790849673204 14:0.2264577858535524 #2996.0
4 1:0.4526300646393754 2:0.17437751452621802 3:0.0293040293040293 4:0.007874102669443724 5:0.25966158345519114 6:0.2917874396135265 7:0.27472527472527475 8:0.20357142857142854 9:0.04166666666666666 10:0.2891744933267425 11:0.125 12:0.12280701754385966 13:0.18611889200124496 14:0.2395410484738285 #2997.0
4 1:0.2168040144954747 2:0.11572689599102742 3:0.07484407484407485 4:0.01556550550015749 5:0.2174639649049509 6:0.2782608695652174 7:0.2472527472527473 8:0.2071428571428572 9:0.06818181818181818 10:0.43483275663206455 11:0.1875 12:0.15789473684210525 13:0.36720142602495537 14:0.4342980790612545 #2998.0
4 1:0.4544706030373899 2:0.15285729658333594 3:0.027063500747711283 4:0.004239499142344561 5:0.22205974514309587 6:0.2492753623188406 7:0.2307692307692308 8:0.15714285714285714 9:0.013157894736842105 10:0.2811418685121108 11:0.0625 12:0.2982456140350877 13:0.12452700378396968 14:0.1507586097153455 #2999.0
4 1:0.5792393863685382 2:0.3443508740698531 3:0.04981904981904983 4:0.00895780507785829 5:0.15186964696051808 6:0.15942028985507245 7:0.17582417582417584 8:0.2571428571428571 9:0.013888888888888888 10:0.13494809688581316 11:0.0625 12:0.17543859649122806 13:0.1902687000726216 14:0.17665110073382256 #3000.0
6 1:0.43053664834018 2:0.1855988744017559 3:0.05209557383470425 4:0.01674718442107263 5:0.41236682682264464 6:0.4685990338164252 7:0.4505494505494506 8:0.29642857142857143 9:0.035326086956521736 10:0.3667820069204151 11:0.125 12:0.17543859649122806 13:0.26825802784882063 14:0.3520190765474856 #3001.0
4 1:0.5703507515449614 2:0.21169938096039426 3:0.05216405216405216 4:0.0367085538150603 5:0.4213494881972008 6:0.4473429951690821 7:0.4505494505494506 8:0.3642857142857143 9:0.028409090909090905 10:0.355363321799308 11:0.125 12:0.412280701754386 13:0.2067736185383244 14:0.3163516028229345 #3002.0
6 1:0.6503488483027726 2:0.3723550285035542 3:0.050011550011549985 4:0.010433265597512778 5:0.3423856277418007 6:0.3497584541062802 7:0.36813186813186816 8:0.4535714285714286 9:0.034722222222222224 10:0.20242214532871972 11:0.0625 12:0.21929824561403508 13:0.21931735657225845 14:0.24985634451070424 #3003.0
6 1:0.7615393364953003 2:0.27555644439197635 3:0.036729036729036726 4:0.018085331185633803 5:0.16816377689575934 6:0.16135265700483092 7:0.1153846153846154 8:0.25357142857142856 9:0.03977272727272727 10:0.6747404844290658 11:0.125 12:0.08771929824561403 13:0.2364824717765893 14:0.4364959585460075 #3004.0
2 1:0.6191411342400303 2:0.1912270337976763 3:0.031878031878031884 4:0.005234858120257885 5:0.050344683517860866 6:0.050241545893719805 7:0.054945054945054944 8:0.10357142857142858 9:0.0 10:0.0 11:0.0 12:0.05263157894736842 13:0.13071895424836602 14:0.15573715810540356 #3005.0
4 1:0.5361167534824739 2:0.29114287453789905 3:0.038346038346038336 4:0.003084465106306254 5:0.2208063505326927 6:0.23768115942028986 7:0.24175824175824176 8:0.32142857142857145 9:0.008333333333333333 10:0.5397923875432526 11:0.0625 12:0.05263157894736842 13:0.2135076252723312 14:0.2464179941617129 #3006.0
4 1:0.5179186277706502 2:0.2636708450914696 3:0.02356202356202356 4:0.0048173325731327545 5:0.22498433256737 6:0.24444444444444444 7:0.2087912087912088 8:0.25357142857142856 9:0.015625 10:0.26089965397923875 11:0.0625 12:0.07894736842105263 13:0.13071895424836602 14:0.16046623675042626 #3007.0
6 1:0.3686647029219341 2:0.2386300369533442 3:0.013112302585986791 4:0.005187725036601761 5:0.3244203049926885 6:0.38067632850241545 7:0.3296703296703297 8:0.3535714285714286 9:0.001644736842105263 10:0.13494809688581316 11:0.0625 12:0.03508771929824561 13:0.0987272101823185 14:0.11989915567433505 #3008.0
4 1:0.8315714608935023 2:0.3863163388587021 3:0.049506237006237006 4:0.009576745537476427 5:0.3244203049926885 6:0.3053140096618357 7:0.3516483516483517 8:0.22857142857142854 9:0.015625 10:0.3598615916955017 11:0.0625 12:0.06140350877192983 13:0.33823529411764697 14:0.3770470691801408 #3009.0
4 1:0.5749124395781884 2:0.11350009509954775 3:0.04885654885654885 4:0.014604622604271743 5:0.12972634217672865 6:0.136231884057971 7:0.15934065934065933 8:0.15357142857142858 9:0.078125 10:0.22941176470588234 11:0.1875 12:0.07017543859649122 13:0.27287581699346397 14:0.35364909939959976 #3010.0
6 1:0.4246747435154703 2:0.1617008440248199 3:0.034167947211425465 4:0.015105628720393238 5:0.3102151660747859 6:0.3536231884057971 7:0.3131868131868132 8:0.3607142857142857 9:0.043478260869565216 10:0.2895761245674741 11:0.1875 12:0.2543859649122807 13:0.185848252344416 14:0.25358735889285666 #3011.0
4 1:0.4600612384213604 2:0.2508153613249816 3:0.020979020979020976 4:0.007762454959746945 5:0.2287445163985795 6:0.2560386473429952 7:0.2252747252747253 8:0.2107142857142857 9:0.017045454545454544 10:0.11995386389850055 11:0.125 12:0.16666666666666666 13:0.1176470588235294 14:0.13012367526454754 #3012.0
6 1:0.6380579469315528 2:0.3451651486633539 3:0.03005569672236338 4:0.00731515578005417 5:0.3787340714434928 6:0.3893719806763285 7:0.38461538461538464 8:0.3821428571428571 9:0.016203703703703703 10:0.2763222936233317 11:0.0625 12:0.18421052631578946 13:0.1733236504478334 14:0.19772490097132533 #3013.0
6 1:0.5185464375391918 2:0.2689526201685199 3:0.03606903606903607 4:0.007746010264696787 5:0.3047837894297055 6:0.3314009661835749 7:0.31868131868131866 8:0.28214285714285714 9:0.02083333333333333 10:0.22491349480968856 11:0.125 12:0.05263157894736842 13:0.20790538437597256 14:0.28342228152101395 #3014.0
4 1:0.6746694999350618 2:0.3289706732649573 3:0.032949032949032946 4:0.007908889018569216 5:0.3263003969082933 6:0.3294685990338164 7:0.2637362637362637 8:0.37857142857142856 9:0.02272727272727273 10:0.21366782006920412 11:0.125 12:0.07894736842105263 13:0.18003565062388588 14:0.21014485847707984 #3015.0
4 1:0.6236072330726649 2:0.27805477661713546 3:0.03441903441903441 4:0.003567095010452757 5:0.2630039690829329 6:0.2714975845410628 7:0.27472527472527475 8:0.2642857142857143 9:0.003472222222222222 10:0.2698961937716263 11:0.0625 12:0.07894736842105263 13:0.1830065359477124 14:0.19543057690634327 #3016.0
6 1:0.6964818624139099 2:0.3694616268888254 3:0.04034469251860556 4:0.014987569360910032 5:0.3927303112596616 6:0.3932367149758454 7:0.456043956043956 8:0.5071428571428571 9:0.035326086956521736 10:0.3391003460207612 11:0.1875 12:0.15789473684210525 13:0.21426541631145213 14:0.2971581054036023 #3017.0
4 1:0.552493446520688 2:0.20647756294098 3:0.048279048279048255 4:0.01592801206853222 5:0.3764361813244203 6:0.4028985507246377 7:0.33516483516483514 8:0.3107142857142857 9:0.02083333333333333 10:0.3534354918437964 11:0.125 12:0.3771929824561404 13:0.21101774042950516 14:0.2547814485018998 #3018.0
6 1:0.7911633094623249 2:0.3411846137643609 3:0.024684024684024686 4:0.001998559756051595 5:0.2770002088991017 6:0.2647342995169082 7:0.2802197802197802 8:0.19642857142857145 9:0.02083333333333333 10:0.32773109243697485 11:0.125 12:0.08771929824561403 13:0.19545596016184255 14:0.2359159047207943 #3019.0
6 1:0.5132383124051189 2:0.21482221481076053 3:0.031767781767781764 4:0.011557688676116494 5:0.6177146438270316 6:0.6743961352657005 7:0.4395604395604396 8:0.5857142857142857 9:0.02130681818181818 10:0.32087658592848906 11:0.125 12:0.5877192982456141 13:0.16221033868092688 14:0.20481957145289625 #3020.0
6 1:0.4462789683423015 2:0.2472735232277293 3:0.04109237442570777 4:0.015718512574563394 5:0.41905159807812825 6:0.4724637681159421 7:0.3956043956043956 8:0.4178571428571429 9:0.011574074074074077 10:0.31487889273356395 11:0.0625 12:0.20175438596491227 13:0.1878479786976519 14:0.2445182204803201 #3021.0
6 1:0.6106549072083812 2:0.3564740984706072 3:0.020703395703395702 4:0.009338954431823166 5:0.2696887403384165 6:0.2801932367149759 7:0.2637362637362637 8:0.3892857142857143 9:0.002604166666666666 10:0.4048442906574395 11:0.0625 12:0.14035087719298245 13:0.13398692810457516 14:0.20175134486821 #3022.0
6 1:0.4844445097513403 2:0.1780139443771628 3:0.0336971586971587 4:0.009689816236129994 5:0.21245038646333825 6:0.23478260869565215 7:0.24175824175824176 8:0.2607142857142857 9:0.01953125 10:0.2519031141868512 11:0.125 12:0.30701754385964913 13:0.15441176470588233 14:0.1715504695437984 #3023.0
6 1:0.5663155476917324 2:0.33249373686373496 3:0.049024210314532884 4:0.01920502875145453 5:0.5780238144975977 6:0.6154589371980677 7:0.5604395604395604 8:0.625 9:0.018145161290322585 10:0.3798539023452519 11:0.125 12:0.3684210526315789 13:0.24625764284208296 14:0.33084443126693514 #3024.0
4 1:0.6616640307905828 2:0.3745639170540424 3:0.08716408716408716 4:0.06670705909043409 5:0.2498433256736996 6:0.2531400966183575 7:0.2802197802197802 8:0.3392857142857143 9:0.034722222222222224 10:0.34186851211072666 11:0.125 12:0.18421052631578946 13:0.36456063907044295 14:0.4432251244419356 #3025.0
6 1:0.4504448570534211 2:0.21410017462861566 3:0.026056826056826046 4:0.014047383886671634 5:0.29371213703781074 6:0.33043478260869563 7:0.3736263736263736 8:0.3821428571428571 9:0.0175 10:0.32773109243697485 11:0.125 12:0.14035087719298245 13:0.13333333333333333 14:0.210716700524202 #3026.0
4 1:0.6197539461380631 2:0.34421918141872915 3:0.039424039424039437 4:0.004279647687100575 5:0.2866095675788594 6:0.2966183574879227 7:0.2472527472527473 8:0.3357142857142857 9:0.034722222222222224 10:0.27439446366782005 11:0.125 12:0.13157894736842105 13:0.20842411038489464 14:0.22316446258289846 #3027.0
8 1:0.7138539763943722 2:0.4274740489474898 3:0.03234003234003234 4:0.012840762344731471 5:0.457489032797159 6:0.455072463768116 7:0.445054945054945 8:0.42857142857142855 9:0.008333333333333333 10:0.17993079584775087 11:0.0625 12:0.14035087719298245 13:0.16775599128540306 14:0.22907283116280416 #3028.0
4 1:0.26888039802576424 2:0.18622582414512573 3:0.029221529221529225 4:0.011563820300279228 5:0.1974096511385001 6:0.2454106280193237 7:0.14835164835164835 8:0.2607142857142857 9:0.017361111111111112 10:0.3868512110726644 11:0.125 12:0.14035087719298245 13:0.121278140885984 14:0.1281267897783946 #3029.0
6 1:0.5586313085581212 2:0.2586830849130269 3:0.03722403722403722 4:0.0109984434982712 5:0.3171088364320033 6:0.3381642512077295 7:0.3296703296703297 8:0.325 9:0.04464285714285714 10:0.2728950403690888 11:0.1875 12:0.15789473684210525 13:0.19234360410831 14:0.2393546200173665 #3030.0
4 1:0.7182268344667694 2:0.2875845737663608 3:0.036729036729036726 4:0.014628238302638546 5:0.19949864215583876 6:0.1961352657004831 7:0.2472527472527473 8:0.20357142857142854 9:0.03365384615384615 10:0.3919920909540287 11:0.125 12:0.05263157894736842 13:0.1679235796882855 14:0.2776296166556341 #3031.0
6 1:0.659644717017608 2:0.27574124736569805 3:0.057345807345807326 4:0.010586816367703172 5:0.4249007729266765 6:0.43285024154589374 7:0.467032967032967 8:0.25 9:0.015625 10:0.3868512110726644 11:0.0625 12:0.13157894736842105 13:0.23856209150326796 14:0.2716490334494225 #3032.0
6 1:0.413314563989604 2:0.2033188306406049 3:0.02815315315315315 4:0.006824152449453971 5:0.4973887612283267 6:0.5700483091787439 7:0.4065934065934066 8:0.3964285714285714 9:0.0203125 10:0.2387543252595156 11:0.125 12:0.2719298245614035 13:0.17810457516339867 14:0.20315510728082287 #3033.0
6 1:0.689359888631601 2:0.3571075052497245 3:0.049468020056255335 4:0.017179025566322382 5:0.6768330896177146 6:0.6821256038647343 7:0.7252747252747253 8:0.6464285714285715 9:0.014705882352941175 10:0.3373702422145329 11:0.0625 12:0.2456140350877193 13:0.2522106881968473 14:0.3271691216258781 #3034.0
2 1:0.5517350550316185 2:0.3975971524583933 3:0.034130284130284134 4:0.005427393535371256 5:0.0975558805097138 6:0.10338164251207728 7:0.1043956043956044 8:0.18214285714285716 9:0.015625 10:0.31487889273356395 11:0.0625 12:0.09649122807017543 13:0.2156862745098039 14:0.2939227028545346 #3035.0
4 1:0.5964357218701873 2:0.2939116471725181 3:0.028168439933145814 4:0.005760689485937377 5:0.21558387298934611 6:0.2251207729468599 7:0.21428571428571427 8:0.3142857142857143 9:0.007352941176470587 10:0.31487889273356395 11:0.0625 12:0.21929824561403508 13:0.15609381007304873 14:0.1561599565273096 #3036.0
6 1:0.6313038843145682 2:0.28582831566167244 3:0.026445800639349037 4:0.008290342341722328 5:0.40735324838103204 6:0.42028985507246375 7:0.4120879120879121 8:0.5071428571428571 9:0.02217741935483871 10:0.2658068575023593 11:0.0625 12:0.11403508771929825 13:0.18511490617752474 14:0.26259863346397594 #3037.0
2 1:0.4045059872869301 2:0.24867156972810786 3:0.05405405405405405 4:0.013332748563659487 5:0.0507624817213286 6:0.05893719806763285 7:0.06043956043956044 8:0.060714285714285714 9:0.015625 10:0.13494809688581316 11:0.0625 12:0.02631578947368421 13:0.19934640522875816 14:0.1934623082054704 #3038.0
4 1:0.6042610752217001 2:0.19200641314890995 3:0.07484407484407485 4:0.02719178983377922 5:0.186964696051807 6:0.19420289855072465 7:0.1868131868131868 8:0.20357142857142854 9:0.03125 10:0.4273356401384083 11:0.0625 12:0.18421052631578946 13:0.3464052287581699 14:0.4551278809528934 #3039.0
4 1:0.5073466749869112 2:0.3417955680041062 3:0.05527699645346704 4:0.02590064267502381 5:0.3233758094840192 6:0.3536231884057971 7:0.3791208791208791 8:0.4678571428571429 9:0.018382352941176468 10:0.5667820069204152 11:0.1875 12:0.20175438596491227 13:0.22145328719723173 14:0.30057911555598105 #3040.0
6 1:0.6463322277259982 2:0.2818088134387228 3:0.019404019404019403 4:0.007701844484784044 5:0.4729475663254648 6:0.485024154589372 7:0.3296703296703297 8:0.5428571428571428 9:0.018292682926829267 10:0.31113033448673594 11:0.125 12:0.2719298245614035 13:0.12561772676550295 14:0.17826354693541505 #3041.0
6 1:0.5609488689191611 2:0.3170834974288148 3:0.025467775467775462 4:0.010576290513573968 5:0.2398161687904742 6:0.25507246376811593 7:0.24175824175824176 8:0.33214285714285713 9:0.021875 10:0.2634700939199209 11:0.125 12:0.21929824561403508 13:0.14705882352941174 14:0.18804772287215868 #3042.0
4 1:0.5471883965667348 2:0.33864385070565456 3:0.013917763917763908 4:0.0055394743895248255 5:0.2193440568205557 6:0.23478260869565215 7:0.2582417582417583 8:0.3857142857142857 9:0.005208333333333333 10:0.3823529411764706 11:0.0625 12:0.2543859649122807 13:0.11492374727668846 14:0.14024872597510768 #3043.0
4 1:0.4583012235782588 2:0.2837403709454389 3:0.03573903573903574 4:0.011839795784109005 5:0.18717359515354084 6:0.20966183574879227 7:0.19230769230769232 8:0.275 9:0.04017857142857143 10:0.24490580545943874 11:0.1875 12:0.17543859649122806 13:0.22502334267040144 14:0.2730847848743765 #3044.0
6 1:0.4690634431930802 2:0.2207639443457334 3:0.01426240135917555 4:0.006642277633459036 5:0.282640484645916 6:0.314975845410628 7:0.33516483516483514 8:0.35714285714285715 9:0.012096774193548387 10:0.25490196078431376 11:0.0625 12:0.14912280701754385 13:0.10710520767446764 14:0.14383302249005273 #3045.0
4 1:0.5631089744282042 2:0.25891196796977634 3:0.04163779163779164 4:0.023345710958096382 5:0.1840401086275329 6:0.19516908212560385 7:0.19230769230769232 8:0.21428571428571427 9:0.015625 10:0.734717416378316 11:0.0625 12:0.10526315789473684 13:0.18845315904139429 14:0.33190422687806903 #3046.0
4 1:0.7201307420648001 2:0.2984588360880517 3:0.04613404613404613 4:0.006752299621659986 5:0.253812408606643 6:0.25024154589371983 7:0.2582417582417583 8:0.31785714285714284 9:0.03125 10:0.3598615916955017 11:0.1875 12:0.06140350877192983 13:0.22035480859010267 14:0.26911274182788525 #3047.0
4 1:0.34403309008555555 2:0.14611833186419165 3:0.02537152537152536 4:0.00475233650679172 5:0.4058909546688949 6:0.4821256038647343 7:0.4230769230769231 8:0.4785714285714286 9:0.013888888888888888 10:0.23615916955017305 11:0.0625 12:0.10526315789473684 13:0.17392883079157584 14:0.21251652044759395 #3048.0
6 1:0.6655029710161504 2:0.3228167349173889 3:0.030528504212714733 4:0.004848890697193263 5:0.26446626279507 6:0.2676328502415459 7:0.23626373626373626 8:0.23214285714285715 9:0.02960526315789474 10:0.4898116109188775 11:0.125 12:0.13157894736842105 13:0.217406260749914 14:0.2872603240870258 #3049.0
2 1:0.4964058173795307 2:0.6014193643673725 3:0.03031878031878031 4:0.01619709661856936 5:0.25673699603091704 6:0.2821256038647343 7:0.2637362637362637 8:0.2928571428571429 9:0.021875 10:0.43054869006426094 11:0.125 12:0.3508771929824561 13:0.15359477124183005 14:0.1810715079894532 #3050.0
6 1:0.7027752662593257 2:0.480252490115951 3:0.034852159852159836 4:0.004283133293374072 5:0.3756005849174849 6:0.3748792270531401 7:0.33516483516483514 8:0.4392857142857143 9:0.03125 10:0.4010957324106113 11:0.125 12:0.05263157894736842 13:0.2401960784313725 14:0.3031183909840602 #3051.0
6 1:0.4448794309961314 2:0.3337588851962347 3:0.04244629244629244 4:0.011548177711503885 5:0.310006266973052 6:0.3497584541062802 7:0.3956043956043956 8:0.425 9:0.021875 10:0.22491349480968856 11:0.125 12:0.07017543859649122 13:0.22222222222222215 14:0.22992661774516354 #3052.0
4 1:0.4258296690751472 2:0.22970216341064525 3:0.03794178794178794 4:0.009864041050831105 5:0.2849383747649885 6:0.3246376811594203 7:0.3626373626373626 8:0.2357142857142857 9:0.01875 10:0.3823529411764706 11:0.0625 12:0.09649122807017543 13:0.19607843137254904 14:0.23266974145833424 #3053.0
4 1:0.6444259138299664 2:0.2455291974486151 3:0.03808490765012503 4:0.02310713497210889 5:0.3695425109672029 6:0.378743961352657 7:0.3461538461538461 8:0.29642857142857143 9:0.02717391304347826 10:0.3283737024221453 11:0.125 12:0.3157894736842105 13:0.16879795396419436 14:0.2823477037496945 #3054.0
4 1:0.4805682500771143 2:0.2755009130321337 3:0.041493416493416486 4:0.005611047761063111 5:0.2433674535199499 6:0.26956521739130435 7:0.23626373626373626 8:0.2642857142857143 9:0.03125 10:0.2305363321799308 11:0.125 12:0.14912280701754385 13:0.25245098039215685 14:0.272221832098592 #3055.0
4 1:0.727506733800859 2:0.32706652343132897 3:0.04387560637560637 4:0.009154614929169773 5:0.2847294756632546 6:0.2801932367149759 7:0.3076923076923077 8:0.3535714285714286 9:0.015625 10:0.32612456747404844 11:0.125 12:0.2543859649122807 13:0.18709150326797386 14:0.23585157049918146 #3056.0
4 1:0.5212142965291342 2:0.2450414429239825 3:0.032769032769032765 4:0.0058858857783716965 5:0.0781282640484646 6:0.08405797101449275 7:0.07142857142857142 8:0.12857142857142856 9:0.017857142857142856 10:0.13494809688581316 11:0.0625 12:0.04385964912280702 13:0.14565826330532214 14:0.13977651767845226 #3057.0
4 1:0.5978956799822157 2:0.39305572850632303 3:0.02763340263340263 4:0.006970637252752072 5:0.3120952579903906 6:0.32657004830917874 7:0.31868131868131866 8:0.2571428571428571 9:0.0234375 10:0.2299115724721261 11:0.0625 12:0.08771929824561403 13:0.16938997821350762 14:0.19149513136963103 #3058.0
4 1:0.5352618726266184 2:0.2543425989351466 3:0.04211904211904212 4:0.009243692473960157 5:0.2876540630875287 6:0.3101449275362319 7:0.3241758241758242 8:0.3107142857142857 9:0.034722222222222224 10:0.2519031141868512 11:0.125 12:0.09649122807017543 13:0.21205519244734936 14:0.28317482973144875 #3059.0
6 1:0.6409218941461893 2:0.2808965551867801 3:0.04519904519904519 4:0.007703798999502407 5:0.3175266346354711 6:0.32560386473429953 7:0.21428571428571427 8:0.2 9:0.04861111111111111 10:0.2698961937716263 11:0.125 12:0.2368421052631579 13:0.21205519244734936 14:0.262508338892595 #3060.0
4 1:0.7017129851315104 2:0.30230054956395724 3:0.05671944133482594 4:0.019328540817139497 5:0.2698976394401504 6:0.26859903381642514 7:0.2967032967032967 8:0.2357142857142857 9:0.04326923076923077 10:0.22491349480968856 11:0.1875 12:0.21052631578947367 13:0.2383107088989442 14:0.2796981320880587 #3061.0
4 1:0.7916612763527191 2:0.3831098479121821 3:0.026994026994026983 4:0.006743547966677278 5:0.2909964487152705 6:0.2782608695652174 7:0.2087912087912088 8:0.2642857142857143 9:0.011904761904761904 10:0.4048442906574395 11:0.0625 12:0.18421052631578946 13:0.1830065359477124 14:0.21694884501755748 #3062.0
6 1:0.7208126725985201 2:0.4293588447467985 3:0.05590205590205589 4:0.01728267278725592 5:0.31481094631293083 6:0.3111111111111111 7:0.3516483516483517 8:0.3142857142857143 9:0.04166666666666666 10:0.197923875432526 11:0.125 12:0.07894736842105263 13:0.2135076252723312 14:0.2822880228104693 #3063.0
4 1:0.4008872482526957 2:0.17648889518033484 3:0.052437052437052434 4:0.01190279178788455 5:0.2569458951326509 6:0.2966183574879227 7:0.2857142857142857 8:0.2107142857142857 9:0.025 10:0.2698961937716263 11:0.125 12:0.19298245614035087 13:0.19607843137254904 14:0.2346211610532676 #3064.0
4 1:0.8584694838972404 2:0.5173627518046464 3:0.031098406098406094 4:0.005523332309986404 5:0.10737413829120536 6:0.0966183574879227 7:0.13736263736263735 8:0.17857142857142858 9:0.0078125 10:0.8096885813148791 11:0.0625 12:0.07017543859649122 13:0.15849673202614378 14:0.22279327157702444 #3065.0
0 1:0.5399312077801482 2:0.3033693061193622 3:0.09736659736659736 4:0.0667076005438358 5:0.03697514100689367 6:0.03864734299516908 7:0.06043956043956044 8:0.075 9:0.0625 10:0.15743944636678198 11:0.125 12:0.07017543859649122 13:0.2156862745098039 14:0.23394429619746496 #3066.0
6 1:0.6345731593418684 2:0.3148777774881072 3:0.035429660429660434 4:0.005874194114293233 5:0.367871318153332 6:0.378743961352657 7:0.3131868131868132 8:0.23214285714285715 9:0.026041666666666668 10:0.3058823529411765 11:0.125 12:0.2894736842105263 13:0.17211328976034854 14:0.18941309710349533 #3067.0
